lib_name,date,행정동,ylabel
강북문화정보도서관,202103,번2동,16321.0
강북문화정보도서관,202104,번2동,15672.0
강북문화정보도서관,202105,번2동,15928.0
강북문화정보도서관,202106,번2동,17328.0
강북문화정보도서관,202107,번2동,20401.0
강북청소년문화정보도서관,201902,송천동,2107.0
강북청소년문화정보도서관,201903,송천동,2219.0
강북청소년문화정보도서관,201904,송천동,2001.0
강북청소년문화정보도서관,201905,송천동,1518.0
강북청소년문화정보도서관,201906,송천동,2178.0
강북청소년문화정보도서관,201907,송천동,2611.0
강북청소년문화정보도서관,201908,송천동,2597.0
강북청소년문화정보도서관,201909,송천동,2081.0
강북청소년문화정보도서관,201910,송천동,2006.0
강북청소년문화정보도서관,201911,송천동,3383.0
강북청소년문화정보도서관,201912,송천동,2413.0
강북청소년문화정보도서관,202001,송천동,3601.0
강북청소년문화정보도서관,202002,송천동,1413.0
강북청소년문화정보도서관,202003,송천동,469.0
강북청소년문화정보도서관,202004,송천동,1066.0
